Customer ID,Recency,Frequency,Monetary,Cluster,CustomerSegment
13783.0,483,4,1542.09,0,Inactive Customers
13785.0,424,4,542.49,0,Inactive Customers
13786.0,362,6,3127.9900000000002,1,Regular Customers
13787.0,71,6,1222.5,1,Regular Customers
13788.0,500,1,3.75,0,Inactive Customers
13789.0,383,1,239.46,0,Inactive Customers
13791.0,123,2,1516.0,0,Inactive Customers
13792.0,61,3,383.95,0,Inactive Customers
13793.0,642,1,96.0,0,Inactive Customers
13794.0,542,1,126.03,0,Inactive Customers
13795.0,383,4,836.3,0,Inactive Customers
13796.0,494,1,289.7,0,Inactive Customers
13797.0,432,3,1179.45,0,Inactive Customers
13799.0,112,9,2803.57,1,Regular Customers
13800.0,305,3,1679.56,0,Inactive Customers
13801.0,62,1,324.8,0,Inactive Customers
13803.0,251,3,1338.91,0,Inactive Customers
13804.0,26,9,3161.12,1,Regular Customers
13805.0,47,2,924.5999999999999,0,Inactive Customers
13806.0,59,1,256.38,0,Inactive Customers
13807.0,362,3,422.2,0,Inactive Customers
13808.0,1,5,1747.66,1,Regular Customers
13809.0,301,3,679.6999999999999,0,Inactive Customers
13810.0,24,3,1499.01,0,Inactive Customers
13811.0,179,3,814.5,0,Inactive Customers
13812.0,37,3,539.0,0,Inactive Customers
13813.0,35,8,2765.4700000000003,1,Regular Customers
13814.0,87,3,2257.32,1,Regular Customers
13816.0,19,2,571.6700000000001,0,Inactive Customers
13817.0,24,2,382.98,0,Inactive Customers
13818.0,425,1,61.28,0,Inactive Customers
13819.0,297,6,2642.35,1,Regular Customers
13820.0,413,3,652.75,0,Inactive Customers
13821.0,140,6,1379.08,1,Regular Customers
13822.0,1,2,632.0,0,Inactive Customers
13823.0,14,7,3403.4500000000003,1,Regular Customers
13825.0,617,2,255.59,0,Inactive Customers
13826.0,171,1,189.5,0,Inactive Customers
13827.0,53,3,409.8,0,Inactive Customers
13828.0,17,1,209.49,0,Inactive Customers
13829.0,416,1,102.0,0,Inactive Customers
13830.0,577,1,156.85000000000002,0,Inactive Customers
13832.0,14,2,609.89,0,Inactive Customers
13833.0,154,2,700.41,0,Inactive Customers
13834.0,572,2,324.19,0,Inactive Customers
13835.0,20,7,1095.27,1,Regular Customers
13836.0,394,2,620.37,0,Inactive Customers
13837.0,207,2,266.59000000000003,0,Inactive Customers
13838.0,1,10,1690.07,1,Regular Customers
13839.0,481,1,139.95000000000002,0,Inactive Customers
13840.0,411,1,651.4,0,Inactive Customers
13841.0,248,1,85.0,0,Inactive Customers
13843.0,376,1,319.75,0,Inactive Customers
13844.0,6,1,361.62,0,Inactive Customers
13845.0,60,1,312.98,0,Inactive Customers
13846.0,20,4,1307.79,1,Regular Customers
13847.0,715,1,310.72,0,Inactive Customers
13848.0,88,8,3015.0,1,Regular Customers
13849.0,47,5,3469.3,1,Regular Customers
13850.0,124,1,1595.48,0,Inactive Customers
13851.0,91,8,4606.46,1,Regular Customers
13852.0,606,1,187.35000000000002,0,Inactive Customers
13853.0,52,1,1090.1399999999999,0,Inactive Customers
13855.0,496,4,1310.3400000000001,0,Inactive Customers
13856.0,164,11,1142.03,1,Regular Customers
13857.0,389,6,1001.01,0,Inactive Customers
13858.0,52,1,216.17000000000002,0,Inactive Customers
13859.0,321,2,515.86,0,Inactive Customers
13860.0,9,4,926.45,0,Inactive Customers
13861.0,424,2,273.26,0,Inactive Customers
13862.0,13,9,2556.09,1,Regular Customers
13863.0,243,4,1239.55,0,Inactive Customers
13864.0,382,1,662.4000000000001,0,Inactive Customers
13865.0,53,4,501.56,0,Inactive Customers
13866.0,69,1,145.67,0,Inactive Customers
13867.0,26,3,1005.09,0,Inactive Customers
13868.0,2,2,3192.54,1,Regular Customers
13872.0,522,3,919.57,0,Inactive Customers
13873.0,115,8,1038.92,1,Regular Customers
13874.0,353,7,2049.15,1,Regular Customers
13876.0,59,1,122.7,0,Inactive Customers
13877.0,81,3,449.68,0,Inactive Customers
13878.0,50,4,2416.9,1,Regular Customers
13879.0,641,1,395.5,0,Inactive Customers
13882.0,7,4,998.05,0,Inactive Customers
13884.0,2,10,1825.03,1,Regular Customers
13885.0,184,2,506.8,0,Inactive Customers
13886.0,66,1,243.56,0,Inactive Customers
13887.0,199,1,349.55,0,Inactive Customers
13888.0,115,7,2001.5900000000001,1,Regular Customers
13889.0,88,6,1991.23,1,Regular Customers
13891.0,373,3,859.21,0,Inactive Customers
13892.0,22,6,1267.65,1,Regular Customers
13893.0,293,1,821.1,0,Inactive Customers
13894.0,19,3,564.62,0,Inactive Customers
13895.0,23,6,4008.52,1,Regular Customers
13896.0,621,1,388.55,0,Inactive Customers
13897.0,45,3,1160.72,0,Inactive Customers
13898.0,321,2,686.4,0,Inactive Customers
13899.0,11,2,388.52,0,Inactive Customers
13900.0,178,6,1610.5900000000001,1,Regular Customers
13903.0,395,1,165.45000000000002,0,Inactive Customers
13904.0,32,2,332.64,0,Inactive Customers
13905.0,728,1,312.65,0,Inactive Customers
13906.0,404,1,42.0,0,Inactive Customers
13907.0,687,1,136.8,0,Inactive Customers
13908.0,75,4,2369.55,1,Regular Customers
13909.0,418,2,282.85,0,Inactive Customers
13912.0,419,1,124.95,0,Inactive Customers
13913.0,502,1,42.22,0,Inactive Customers
13914.0,7,2,626.45,0,Inactive Customers
13915.0,389,1,70.80000000000001,0,Inactive Customers
13916.0,459,4,1275.81,0,Inactive Customers
13917.0,45,2,272.04,0,Inactive Customers
13918.0,45,2,1212.8400000000001,0,Inactive Customers
13919.0,54,4,1360.68,1,Regular Customers
13920.0,427,4,1774.68,0,Inactive Customers
13921.0,397,4,730.7,0,Inactive Customers
13922.0,347,3,865.2,0,Inactive Customers
13923.0,49,1,351.13,0,Inactive Customers
13924.0,13,5,1536.45,1,Regular Customers
13925.0,88,4,678.25,0,Inactive Customers
13926.0,18,1,223.85000000000002,0,Inactive Customers
13927.0,70,2,708.26,0,Inactive Customers
13928.0,6,4,464.57,0,Inactive Customers
13929.0,164,11,3494.1,1,Regular Customers
13930.0,53,2,337.34,0,Inactive Customers
13932.0,290,1,307.4,0,Inactive Customers
13933.0,104,2,608.79,0,Inactive Customers
13934.0,259,1,922.1,0,Inactive Customers
13936.0,175,3,939.6600000000001,0,Inactive Customers
13937.0,164,2,880.13,0,Inactive Customers
13938.0,30,1,71.66,0,Inactive Customers
13939.0,18,7,1560.96,1,Regular Customers
13940.0,12,4,839.14,0,Inactive Customers
13942.0,530,1,320.0,0,Inactive Customers
13943.0,573,1,246.54000000000002,0,Inactive Customers
13944.0,648,1,200.43,0,Inactive Customers
13945.0,390,2,854.1500000000001,0,Inactive Customers
13946.0,74,6,1876.23,1,Regular Customers
13947.0,60,1,90.60000000000001,0,Inactive Customers
13948.0,356,4,548.76,0,Inactive Customers
13949.0,20,5,1909.09,1,Regular Customers
13950.0,6,4,745.0600000000001,0,Inactive Customers
13951.0,171,3,674.45,0,Inactive Customers
13954.0,66,1,227.41,0,Inactive Customers
13955.0,149,3,544.0699999999999,0,Inactive Customers
13956.0,49,4,865.72,0,Inactive Customers
13957.0,413,3,458.25,0,Inactive Customers
13958.0,375,8,4709.2300000000005,1,Regular Customers
13959.0,74,6,1064.77,1,Regular Customers
13960.0,16,2,230.22,0,Inactive Customers
13961.0,387,1,538.4,0,Inactive Customers
13962.0,17,3,362.8,0,Inactive Customers
13964.0,382,2,438.9,0,Inactive Customers
13965.0,472,3,996.61,0,Inactive Customers
13966.0,431,1,384.26,0,Inactive Customers
13967.0,141,2,166.3,0,Inactive Customers
13968.0,418,1,123.66,0,Inactive Customers
13970.0,381,2,846.55,0,Inactive Customers
13972.0,66,2,190.25,0,Inactive Customers
13973.0,282,1,264.7,0,Inactive Customers
13974.0,44,2,677.72,0,Inactive Customers
13976.0,202,4,1192.3600000000001,0,Inactive Customers
13977.0,406,1,519.8100000000001,0,Inactive Customers
13978.0,10,2,196.79,0,Inactive Customers
13979.0,68,7,3379.93,1,Regular Customers
13980.0,55,5,768.8199999999999,0,Inactive Customers
13981.0,411,1,331.14,0,Inactive Customers
13982.0,34,9,3954.29,1,Regular Customers
13986.0,12,1,320.46,0,Inactive Customers
13987.0,375,2,682.54,0,Inactive Customers
13988.0,15,8,4757.8,1,Regular Customers
13989.0,61,5,2026.06,1,Regular Customers
13990.0,208,1,311.3,0,Inactive Customers
13991.0,7,6,852.88,1,Regular Customers
13992.0,25,3,219.5,0,Inactive Customers
13994.0,35,5,2158.04,1,Regular Customers
13996.0,381,2,895.76,0,Inactive Customers
13997.0,514,3,376.46,0,Inactive Customers
13998.0,442,3,566.7,0,Inactive Customers
14000.0,206,5,2046.34,1,Regular Customers
14001.0,41,9,4228.85,1,Regular Customers
14002.0,129,2,529.73,0,Inactive Customers
14003.0,728,1,209.41,0,Inactive Customers
14005.0,5,5,2874.72,1,Regular Customers
14006.0,111,7,2196.67,1,Regular Customers
14007.0,508,1,79.48,0,Inactive Customers
14008.0,428,1,509.04,0,Inactive Customers
14009.0,193,3,1099.91,0,Inactive Customers
14010.0,561,2,445.15,0,Inactive Customers
14011.0,475,2,457.82,0,Inactive Customers
14012.0,273,1,328.8,0,Inactive Customers
14013.0,105,5,1084.57,1,Regular Customers
14014.0,72,3,1948.21,1,Regular Customers
14015.0,48,1,917.34,0,Inactive Customers
14017.0,566,1,229.75,0,Inactive Customers
14018.0,640,1,367.15,0,Inactive Customers
14019.0,42,3,1421.6100000000001,0,Inactive Customers
14020.0,12,4,1249.01,1,Regular Customers
14021.0,150,7,1716.58,1,Regular Customers
14022.0,220,2,792.15,0,Inactive Customers
14023.0,2,2,584.07,0,Inactive Customers
14024.0,117,3,645.74,0,Inactive Customers
14025.0,460,8,4057.9,1,Regular Customers
14026.0,466,2,713.11,0,Inactive Customers
14027.0,56,1,104.82,0,Inactive Customers
14029.0,58,2,467.66,0,Inactive Customers
14033.0,550,1,109.44,0,Inactive Customers
14034.0,17,3,648.89,0,Inactive Customers
14035.0,24,9,2794.75,1,Regular Customers
14036.0,280,1,626.65,0,Inactive Customers
14037.0,171,6,836.95,1,Regular Customers
14038.0,73,5,3069.88,1,Regular Customers
14039.0,28,2,267.28000000000003,0,Inactive Customers
14041.0,261,1,141.41,0,Inactive Customers
14042.0,720,1,431.98,0,Inactive Customers
14043.0,486,2,302.59999999999997,0,Inactive Customers
14044.0,22,10,3077.7,1,Regular Customers
14046.0,279,1,154.99,0,Inactive Customers
14048.0,300,3,748.69,0,Inactive Customers
14050.0,27,2,746.36,0,Inactive Customers
14052.0,15,2,466.66,0,Inactive Customers
14053.0,119,4,572.3,0,Inactive Customers
14054.0,60,1,92.46000000000001,0,Inactive Customers
14055.0,101,3,1520.96,0,Inactive Customers
14058.0,458,2,469.19,0,Inactive Customers
14059.0,262,1,183.6,0,Inactive Customers
14061.0,502,3,917.4300000000001,0,Inactive Customers
14065.0,384,3,891.02,0,Inactive Customers
14066.0,262,1,152.55,0,Inactive Customers
14067.0,59,2,374.7,0,Inactive Customers
14068.0,315,4,1516.72,0,Inactive Customers
14069.0,510,2,225.81,0,Inactive Customers
14070.0,680,1,321.6,0,Inactive Customers
14071.0,14,6,1282.99,1,Regular Customers
14072.0,662,1,390.85,0,Inactive Customers
14073.0,27,1,151.04,0,Inactive Customers
14074.0,618,1,219.4,0,Inactive Customers
14075.0,15,5,1418.09,1,Regular Customers
14076.0,124,1,118.67,0,Inactive Customers
14077.0,36,6,615.08,1,Regular Customers
14078.0,97,9,1553.47,1,Regular Customers
14079.0,120,2,618.73,0,Inactive Customers
14080.0,28,5,1115.68,1,Regular Customers
14081.0,297,10,4867.57,1,Regular Customers
14082.0,360,2,413.36,0,Inactive Customers
14083.0,3,10,635.62,1,Regular Customers
14084.0,507,1,150.5,0,Inactive Customers
14086.0,458,1,39.95,0,Inactive Customers
14087.0,400,2,638.0,0,Inactive Customers
14089.0,52,1,158.75,0,Inactive Customers
14090.0,320,1,76.32000000000001,0,Inactive Customers
14093.0,7,1,433.86,0,Inactive Customers
14094.0,435,1,311.77,0,Inactive Customers
14095.0,718,1,2.95,0,Inactive Customers
14097.0,476,2,422.86,0,Inactive Customers
14098.0,32,1,147.35,0,Inactive Customers
14100.0,133,1,191.95,0,Inactive Customers
14102.0,7,4,987.38,0,Inactive Customers
14104.0,150,5,743.53,0,Inactive Customers
14106.0,732,1,214.8,0,Inactive Customers
14107.0,47,11,4877.3,1,Regular Customers
14108.0,26,4,1044.96,0,Inactive Customers
14109.0,68,1,144.2,0,Inactive Customers
14111.0,9,4,692.85,0,Inactive Customers
14114.0,269,7,1364.09,1,Regular Customers
14115.0,497,2,622.67,0,Inactive Customers
14116.0,15,5,1382.74,1,Regular Customers
14117.0,139,1,90.0,0,Inactive Customers
14118.0,424,1,458.45,0,Inactive Customers
14119.0,371,2,183.37,0,Inactive Customers
14121.0,5,3,2008.99,1,Regular Customers
14122.0,401,3,362.42,0,Inactive Customers
14123.0,728,1,436.18,0,Inactive Customers
14124.0,79,1,419.58,0,Inactive Customers
14125.0,6,3,2720.63,1,Regular Customers
14126.0,3,4,1172.46,1,Regular Customers
14127.0,118,6,1900.0800000000002,1,Regular Customers
14128.0,56,3,924.21,0,Inactive Customers
14129.0,13,8,2438.76,1,Regular Customers
14130.0,314,4,1858.77,0,Inactive Customers
14131.0,644,1,168.22,0,Inactive Customers
14132.0,10,10,3270.9,1,Regular Customers
14133.0,125,4,911.14,0,Inactive Customers
14136.0,396,5,1570.81,0,Inactive Customers
14137.0,691,1,332.7,0,Inactive Customers
14138.0,59,1,621.71,0,Inactive Customers
14139.0,41,4,1086.8,0,Inactive Customers
14140.0,27,1,540.99,0,Inactive Customers
14141.0,55,3,688.7800000000001,0,Inactive Customers
14142.0,368,2,671.34,0,Inactive Customers
14143.0,129,1,115.8,0,Inactive Customers
14144.0,481,1,30.6,0,Inactive Customers
14147.0,73,9,2590.2,1,Regular Customers
14148.0,229,2,466.29,0,Inactive Customers
14149.0,216,1,446.62,0,Inactive Customers
14150.0,31,2,658.64,0,Inactive Customers
14151.0,668,2,679.45,0,Inactive Customers
14152.0,71,7,1997.3400000000001,1,Regular Customers
14153.0,478,1,233.39999999999998,0,Inactive Customers
14155.0,261,1,118.75,0,Inactive Customers
14157.0,15,5,978.69,1,Regular Customers
14158.0,35,1,507.65999999999997,0,Inactive Customers
14161.0,211,7,2996.93,1,Regular Customers
14162.0,169,2,289.36,0,Inactive Customers
14163.0,82,5,2594.62,1,Regular Customers
14164.0,66,2,1631.77,0,Inactive Customers
14165.0,271,1,120.44,0,Inactive Customers
14166.0,500,2,251.15,0,Inactive Customers
14167.0,34,8,1274.29,1,Regular Customers
14168.0,416,2,370.45,0,Inactive Customers
14169.0,426,2,621.51,0,Inactive Customers
14170.0,371,3,570.18,0,Inactive Customers
14171.0,93,2,498.79,0,Inactive Customers
14172.0,600,3,369.02,0,Inactive Customers
14173.0,6,6,586.0,1,Regular Customers
14174.0,28,1,134.46,0,Inactive Customers
14176.0,293,5,756.46,0,Inactive Customers
14178.0,4,7,1600.26,1,Regular Customers
14179.0,36,2,701.57,0,Inactive Customers
14181.0,406,2,308.35,0,Inactive Customers
14182.0,439,4,678.77,0,Inactive Customers
14183.0,406,2,278.34000000000003,0,Inactive Customers
14184.0,62,1,452.89,0,Inactive Customers
14185.0,326,1,197.65,0,Inactive Customers
14186.0,422,5,1550.63,0,Inactive Customers
14187.0,469,1,123.5,0,Inactive Customers
14188.0,26,6,2054.36,1,Regular Customers
14190.0,661,1,79.9,0,Inactive Customers
14192.0,383,1,293.74,0,Inactive Customers
14193.0,63,3,1210.19,0,Inactive Customers
14195.0,197,6,2615.6,1,Regular Customers
14196.0,102,1,335.52,0,Inactive Customers
14197.0,406,1,390.05,0,Inactive Customers
14198.0,13,9,1569.73,1,Regular Customers
14199.0,213,4,1091.7,0,Inactive Customers
14200.0,613,1,379.2,0,Inactive Customers
14201.0,55,10,1193.54,1,Regular Customers
14202.0,376,3,847.76,0,Inactive Customers
14203.0,392,1,339.34,0,Inactive Customers
14204.0,417,3,874.22,0,Inactive Customers
14205.0,12,9,2414.2,1,Regular Customers
14206.0,234,3,1185.01,0,Inactive Customers
14207.0,683,1,157.8,0,Inactive Customers
14208.0,90,2,567.05,0,Inactive Customers
14212.0,85,2,2190.14,1,Regular Customers
14213.0,400,1,1192.2,0,Inactive Customers
14214.0,26,5,1004.38,1,Regular Customers
14215.0,7,9,3250.33,1,Regular Customers
14216.0,3,4,2011.79,1,Regular Customers
14218.0,38,1,169.48000000000002,0,Inactive Customers
14219.0,405,2,543.89,0,Inactive Customers
14220.0,242,4,1515.0,0,Inactive Customers
14222.0,172,1,683.17,0,Inactive Customers
14223.0,87,3,991.13,0,Inactive Customers
14224.0,105,9,1841.71,1,Regular Customers
14225.0,430,4,2031.07,0,Inactive Customers
14226.0,24,6,2985.13,1,Regular Customers
14228.0,433,3,745.5,0,Inactive Customers
14229.0,47,7,2594.04,1,Regular Customers
14230.0,431,3,979.8000000000001,0,Inactive Customers
14231.0,179,4,1235.6200000000001,0,Inactive Customers
14232.0,38,5,2048.07,1,Regular Customers
14233.0,44,7,2904.27,1,Regular Customers
14234.0,17,4,754.12,0,Inactive Customers
14235.0,70,9,4717.99,1,Regular Customers
14236.0,76,5,1555.34,1,Regular Customers
14237.0,368,2,471.14,0,Inactive Customers
14238.0,321,3,434.23,0,Inactive Customers
14240.0,25,3,1247.49,0,Inactive Customers
14241.0,179,2,333.7,0,Inactive Customers
14242.0,230,2,280.55,0,Inactive Customers
14244.0,656,1,366.41999999999996,0,Inactive Customers
14245.0,215,2,1693.45,0,Inactive Customers
14246.0,106,3,1474.06,0,Inactive Customers
14247.0,273,5,753.56,0,Inactive Customers
14248.0,313,3,1032.95,0,Inactive Customers
14250.0,2,3,1904.05,1,Regular Customers
14251.0,6,4,2397.42,1,Regular Customers
14252.0,376,1,350.99,0,Inactive Customers
14253.0,488,2,363.40000000000003,0,Inactive Customers
14254.0,428,1,601.03,0,Inactive Customers
14255.0,541,1,1000.63,0,Inactive Customers
14256.0,255,5,2460.79,1,Regular Customers
14259.0,137,1,120.0,0,Inactive Customers
14260.0,466,3,824.28,0,Inactive Customers
14261.0,46,2,1163.45,0,Inactive Customers
14262.0,3,8,2618.23,1,Regular Customers
14263.0,418,1,322.93,0,Inactive Customers
14264.0,150,6,1517.3600000000001,1,Regular Customers
14265.0,104,4,1373.35,1,Regular Customers
14266.0,423,1,40.56,0,Inactive Customers
14267.0,158,3,1516.24,0,Inactive Customers
14268.0,466,1,354.85,0,Inactive Customers
14269.0,435,1,295.73,0,Inactive Customers
14270.0,327,1,492.65000000000003,0,Inactive Customers
14271.0,221,2,214.18,0,Inactive Customers
14272.0,69,4,920.81,0,Inactive Customers
14273.0,46,4,559.97,0,Inactive Customers
14274.0,682,1,256.6,0,Inactive Customers
14275.0,391,6,1189.3799999999999,0,Inactive Customers
14276.0,94,7,2102.68,1,Regular Customers
14278.0,405,1,205.83,0,Inactive Customers
14279.0,516,2,191.86,0,Inactive Customers
14280.0,192,1,134.04,0,Inactive Customers
14281.0,403,1,245.15,0,Inactive Customers
14283.0,458,4,628.44,0,Inactive Customers
14284.0,26,3,1299.65,0,Inactive Customers
14285.0,16,8,3284.42,1,Regular Customers
14287.0,3,3,176.63,0,Inactive Customers
14288.0,208,1,426.6,0,Inactive Customers
14289.0,4,6,911.26,1,Regular Customers
14290.0,6,8,4516.56,1,Regular Customers
14293.0,142,8,2595.86,1,Regular Customers
14294.0,402,1,375.34000000000003,0,Inactive Customers
14295.0,35,5,2362.91,1,Regular Customers
14296.0,416,2,456.4,0,Inactive Customers
14297.0,13,4,1305.33,1,Regular Customers
14300.0,14,1,43.2,0,Inactive Customers
14301.0,112,4,1992.18,1,Regular Customers
14302.0,426,3,742.9000000000001,0,Inactive Customers
14303.0,402,2,277.94,0,Inactive Customers
14304.0,218,3,1725.01,0,Inactive Customers
14305.0,66,3,1858.96,1,Regular Customers
14306.0,46,6,3151.4,1,Regular Customers
14307.0,84,10,4287.92,1,Regular Customers
14308.0,544,2,1147.02,0,Inactive Customers
14309.0,3,11,3780.81,1,Regular Customers
14310.0,428,1,492.1,0,Inactive Customers
14311.0,238,2,516.45,0,Inactive Customers
14312.0,42,11,3090.29,1,Regular Customers
14314.0,102,2,229.79999999999998,0,Inactive Customers
14315.0,40,8,3197.82,1,Regular Customers
14316.0,417,5,1370.34,0,Inactive Customers
14317.0,60,1,508.58,0,Inactive Customers
14318.0,455,1,158.02,0,Inactive Customers
14319.0,419,1,494.85,0,Inactive Customers
14320.0,202,5,1346.75,1,Regular Customers
14321.0,6,7,2218.06,1,Regular Customers
14322.0,424,4,474.1,0,Inactive Customers
14323.0,110,2,605.0600000000001,0,Inactive Customers
14324.0,405,2,701.61,0,Inactive Customers
14325.0,565,1,245.48000000000002,0,Inactive Customers
14326.0,237,3,940.98,0,Inactive Customers
14327.0,158,6,1894.93,1,Regular Customers
14328.0,433,1,445.05,0,Inactive Customers
14330.0,619,1,200.63,0,Inactive Customers
14331.0,119,2,462.66,0,Inactive Customers
14332.0,18,5,1917.41,1,Regular Customers
14333.0,63,1,415.2,0,Inactive Customers
14335.0,11,2,454.86,0,Inactive Customers
14336.0,12,4,1614.91,1,Regular Customers
14338.0,156,3,928.1,0,Inactive Customers
14339.0,238,2,620.27,0,Inactive Customers
14340.0,214,1,134.7,0,Inactive Customers
14342.0,16,6,918.44,1,Regular Customers
14343.0,417,4,1079.66,0,Inactive Customers
14345.0,34,1,108.98,0,Inactive Customers
14346.0,116,5,2315.75,1,Regular Customers
14347.0,732,1,82.60000000000001,0,Inactive Customers
14348.0,255,1,409.57,0,Inactive Customers
14349.0,5,1,133.5,0,Inactive Customers
14350.0,269,3,972.03,0,Inactive Customers
14351.0,160,1,51.0,0,Inactive Customers
14352.0,152,4,1078.96,0,Inactive Customers
14353.0,210,3,376.5,0,Inactive Customers
14354.0,1,2,163.62,0,Inactive Customers
14355.0,361,3,840.0500000000001,0,Inactive Customers
14356.0,75,2,701.23,0,Inactive Customers
14357.0,38,1,225.12,0,Inactive Customers
14358.0,384,2,400.06,0,Inactive Customers
14359.0,14,3,912.1800000000001,0,Inactive Customers
14360.0,27,4,2118.03,1,Regular Customers
14361.0,574,1,214.71,0,Inactive Customers
14362.0,17,1,151.5,0,Inactive Customers
14363.0,397,2,227.47000000000003,0,Inactive Customers
14364.0,104,8,3717.35,1,Regular Customers
14365.0,390,2,634.68,0,Inactive Customers
14366.0,520,1,136.0,0,Inactive Customers
14368.0,315,1,155.0,0,Inactive Customers
14369.0,637,2,469.13,0,Inactive Customers
14370.0,446,6,1175.78,0,Inactive Customers
14371.0,290,1,100.5,0,Inactive Customers
14372.0,438,2,860.08,0,Inactive Customers
14373.0,353,1,76.55,0,Inactive Customers
14374.0,536,1,108.0,0,Inactive Customers
14375.0,180,3,1106.82,0,Inactive Customers
14376.0,678,1,215.46,0,Inactive Customers
14377.0,186,2,617.05,0,Inactive Customers
14378.0,617,1,131.25,0,Inactive Customers
14379.0,39,4,1265.16,1,Regular Customers
14380.0,677,1,48.96,0,Inactive Customers
14381.0,47,2,625.94,0,Inactive Customers
14382.0,21,2,1193.6299999999999,0,Inactive Customers
14383.0,33,3,1247.69,0,Inactive Customers
14384.0,496,1,58.5,0,Inactive Customers
14385.0,4,3,202.10999999999999,0,Inactive Customers
14386.0,292,1,142.4,0,Inactive Customers
14387.0,28,3,1727.6,1,Regular Customers
14389.0,60,5,1898.01,1,Regular Customers
14391.0,572,1,135.6,0,Inactive Customers
14392.0,428,1,266.4,0,Inactive Customers
14393.0,213,1,67.95,0,Inactive Customers
14394.0,560,1,93.8,0,Inactive Customers
14396.0,60,7,1969.38,1,Regular Customers
14398.0,396,2,707.79,0,Inactive Customers
14399.0,389,8,2108.21,1,Regular Customers
14400.0,144,3,1732.47,0,Inactive Customers
14402.0,647,1,285.6,0,Inactive Customers
14403.0,126,6,1880.51,1,Regular Customers
14405.0,382,1,195.0,0,Inactive Customers
14406.0,114,1,156.75,0,Inactive Customers
14407.0,102,6,2157.73,1,Regular Customers
14408.0,6,11,4102.27,1,Regular Customers
14409.0,66,9,3427.29,1,Regular Customers
14410.0,87,11,2631.9,1,Regular Customers
14411.0,306,1,1063.0,0,Inactive Customers
14412.0,38,3,1426.19,0,Inactive Customers
14413.0,357,4,764.52,0,Inactive Customers
14414.0,87,8,2399.33,1,Regular Customers
14416.0,17,2,490.22,0,Inactive Customers
14417.0,383,1,524.65,0,Inactive Customers
14418.0,20,2,1039.9,0,Inactive Customers
14419.0,6,7,1254.64,1,Regular Customers
14420.0,94,4,1639.17,1,Regular Customers
14421.0,52,6,2469.37,1,Regular Customers
14423.0,213,3,916.61,0,Inactive Customers
14424.0,13,1,322.08,0,Inactive Customers
14425.0,430,3,661.39,0,Inactive Customers
14427.0,45,4,1263.52,1,Regular Customers
14428.0,2,5,1224.06,1,Regular Customers
14429.0,399,1,516.28,0,Inactive Customers
14430.0,507,3,1220.9,0,Inactive Customers
14431.0,298,4,2614.2,1,Regular Customers
14432.0,5,6,2248.5,1,Regular Customers
14433.0,461,1,280.7,0,Inactive Customers
14434.0,17,6,1372.8,1,Regular Customers
14435.0,497,1,90.42,0,Inactive Customers
14436.0,94,2,271.7,0,Inactive Customers
14437.0,361,5,873.34,0,Inactive Customers
14438.0,301,1,131.9,0,Inactive Customers
14441.0,38,10,4305.99,1,Regular Customers
14443.0,49,5,2082.9700000000003,1,Regular Customers
14444.0,451,1,120.44,0,Inactive Customers
14445.0,451,1,221.65,0,Inactive Customers
14446.0,24,4,1013.45,0,Inactive Customers
14447.0,14,6,1711.73,1,Regular Customers
14448.0,4,2,375.35,0,Inactive Customers
14449.0,14,8,2230.96,1,Regular Customers
14450.0,176,7,1128.44,1,Regular Customers
14452.0,6,4,658.95,0,Inactive Customers
14453.0,185,1,119.93,0,Inactive Customers
14454.0,371,5,977.3000000000001,0,Inactive Customers
14455.0,427,4,617.72,0,Inactive Customers
14456.0,17,8,2634.32,1,Regular Customers
14457.0,306,1,113.64,0,Inactive Customers
14458.0,376,1,228.07,0,Inactive Customers
14460.0,105,9,1093.5,1,Regular Customers
14463.0,93,4,786.5699999999999,0,Inactive Customers
14464.0,563,2,111.0,0,Inactive Customers
14465.0,242,11,3925.85,1,Regular Customers
14468.0,729,1,204.24,0,Inactive Customers
14469.0,411,4,2093.46,0,Inactive Customers
14470.0,7,3,712.04,0,Inactive Customers
14471.0,586,2,400.95,0,Inactive Customers
14472.0,99,9,2118.72,1,Regular Customers
14473.0,69,2,234.34,0,Inactive Customers
14474.0,41,2,1258.89,0,Inactive Customers
14475.0,67,4,1151.15,0,Inactive Customers
14476.0,252,1,193.0,0,Inactive Customers
14477.0,15,7,1969.6,1,Regular Customers
14478.0,377,4,1276.66,0,Inactive Customers
14479.0,249,4,1124.71,0,Inactive Customers
14480.0,6,4,1299.52,1,Regular Customers
14481.0,160,5,2284.69,1,Regular Customers
14483.0,277,2,257.1,0,Inactive Customers
14484.0,45,4,1070.98,0,Inactive Customers
14485.0,34,1,162.8,0,Inactive Customers
14486.0,507,2,175.5,0,Inactive Customers
14487.0,22,7,1266.27,1,Regular Customers
14488.0,63,1,1064.28,0,Inactive Customers
14489.0,202,4,1574.93,0,Inactive Customers
14490.0,401,2,1273.47,0,Inactive Customers
14491.0,170,2,340.93,0,Inactive Customers
14492.0,425,7,1921.91,1,Regular Customers
14494.0,21,3,401.46,0,Inactive Customers
14495.0,46,3,174.8,0,Inactive Customers
14496.0,307,7,2363.89,1,Regular Customers
14497.0,304,2,697.0600000000001,0,Inactive Customers
14498.0,38,10,3900.83,1,Regular Customers
14499.0,22,7,2101.79,1,Regular Customers
14500.0,83,3,356.85,0,Inactive Customers
