Customer ID,Recency,Frequency,Monetary
13570.0,238,1,239.49
13572.0,201,1,1384.25
13573.0,45,6,904.52
13574.0,406,1,404.45
13575.0,19,5,732.07
13577.0,20,11,3489.28
13578.0,404,1,147.66
13579.0,10,5,1374.3400000000001
13580.0,401,1,107.75
13581.0,304,2,280.53000000000003
13582.0,385,2,241.68
13583.0,151,2,1445.031
13584.0,302,3,385.7
13585.0,526,3,684.54
13586.0,536,1,127.28
13587.0,59,4,1673.5
13588.0,11,9,2478.95
13589.0,10,6,1120.74
13591.0,60,7,2093.94
13592.0,31,4,247.95999999999998
13594.0,48,2,533.32
13595.0,512,3,784.48
13596.0,1,2,664.11
13597.0,395,2,396.71
13598.0,42,5,761.96
13600.0,307,2,518.42
13601.0,40,4,1159.99
13602.0,60,4,1025.17
13603.0,21,1,164.34
13604.0,654,1,717.62
13605.0,382,2,522.67
13606.0,24,3,276.75
13607.0,35,2,1075.81
13608.0,536,1,232.05
13609.0,588,1,167.35
13611.0,84,10,3297.9300000000003
13612.0,628,1,818.29
13613.0,448,5,1039.8500000000001
13614.0,19,6,2332.74
13616.0,564,2,283.85
13617.0,35,8,1278.75
13618.0,169,1,177.34
13619.0,540,2,224.94
13620.0,523,1,112.34
13621.0,112,1,213.85
13622.0,691,1,658.95
13623.0,26,10,2533.06
13624.0,383,1,462.08
13625.0,592,1,301.26
13626.0,248,2,707.04
13627.0,54,7,2245.9
13628.0,671,1,310.14
13630.0,71,6,1799.78
13631.0,95,11,3070.42
13632.0,20,8,3645.81
13635.0,63,4,2999.16
13636.0,32,5,949.12
13637.0,47,3,804.3
13638.0,11,1,122.64
13639.0,69,2,1346.27
13640.0,606,1,405.0
13641.0,636,5,1016.47
13642.0,211,4,472.2
13643.0,26,10,2156.77
13644.0,11,4,2624.26
13645.0,115,1,252.1
13646.0,395,2,326.25
13647.0,5,8,3041.68
13648.0,395,8,1764.02
13649.0,252,6,1453.68
13650.0,12,10,3288.0
13651.0,30,3,226.85
13652.0,41,5,2262.05
13653.0,483,1,152.2
13655.0,109,6,2280.51
13656.0,160,4,1078.85
13657.0,6,2,382.14
13660.0,395,1,306.64
13661.0,598,1,325.24
13662.0,81,11,2233.61
13663.0,174,5,2047.51
13665.0,382,3,1711.66
13666.0,55,5,127.9
13667.0,144,1,299.05
13669.0,46,3,413.55
13670.0,70,1,349.7
13671.0,390,1,172.6
13672.0,296,3,419.92
13673.0,14,2,387.44
13674.0,428,1,240.68
13675.0,147,2,486.82000000000005
13676.0,534,2,243.9
13677.0,400,2,551.24
13678.0,147,1,232.6
13679.0,489,3,281.26
13681.0,13,4,827.83
13682.0,182,1,59.5
13683.0,453,1,258.6
13684.0,281,4,594.88
13685.0,41,3,1934.45
13686.0,178,3,409.04
13688.0,630,1,375.5
13689.0,58,2,1259.5
13690.0,54,1,172.25
13691.0,391,1,212.78
13692.0,20,5,3114.4
13693.0,369,9,2011.8200000000002
13696.0,417,3,2020.4
13697.0,34,1,151.3
13698.0,592,2,451.73
13699.0,150,2,764.15
13701.0,442,1,161.0
13702.0,441,1,135.18
13703.0,314,2,425.56
13704.0,17,8,2143.38
13705.0,3,7,1717.19
13706.0,298,2,631.1700000000001
13707.0,262,5,3365.86
13708.0,266,1,285.33
13710.0,27,3,509.52
13711.0,214,9,1792.26
13712.0,242,2,766.42
13713.0,403,3,740.76
13714.0,460,1,161.35
13716.0,264,1,138.28
13717.0,27,8,1763.3
13718.0,241,2,306.55
13719.0,10,11,2783.08
13720.0,112,4,799.9
13721.0,31,2,741.54
13723.0,212,6,1194.08
13724.0,632,1,213.01
13725.0,45,8,1980.56
13726.0,34,2,1079.66
13727.0,24,8,1074.15
13729.0,431,3,724.73
13730.0,131,2,752.6
13731.0,214,2,610.59
13732.0,23,1,491.86
13733.0,406,2,487.03000000000003
13736.0,256,6,2380.2
13737.0,195,1,339.6
13738.0,391,1,434.78000000000003
13739.0,13,2,292.2
13740.0,236,5,1582.77
13741.0,67,3,668.4300000000001
13743.0,84,6,1065.84
13744.0,90,2,1080.52
13745.0,157,2,777.36
13746.0,409,1,176.69
13747.0,369,2,169.8
13748.0,91,9,2064.35
13750.0,49,11,3602.18
13751.0,283,1,296.25
13752.0,119,7,1579.8300000000002
13753.0,283,4,2094.57
13754.0,147,3,447.05
13755.0,4,8,1951.16
13757.0,670,1,195.55
13759.0,28,2,659.4100000000001
13760.0,49,5,1363.6399999999999
13761.0,45,6,1952.17
13762.0,214,5,2472.48
13764.0,66,6,2919.62
13765.0,648,1,352.821
13766.0,490,1,190.35
13768.0,722,2,875.97
13770.0,417,4,785.37
13772.0,29,8,3100.02
13773.0,392,2,301.54
13774.0,77,1,345.0
13775.0,586,1,1049.66
13776.0,423,2,623.98
13778.0,98,4,1124.49
13779.0,511,1,161.13
13780.0,2,3,732.07
13781.0,246,3,778.83
13783.0,483,4,1542.09
13785.0,424,4,542.49
13786.0,362,6,3127.9900000000002
13787.0,71,6,1222.5
13788.0,500,1,3.75
13789.0,383,1,239.46
13791.0,123,2,1516.0
13792.0,61,3,383.95
13793.0,642,1,96.0
13794.0,542,1,126.03
13795.0,383,4,836.3
13796.0,494,1,289.7
13797.0,432,3,1179.45
13799.0,112,9,2803.57
13800.0,305,3,1679.56
13801.0,62,1,324.8
13803.0,251,3,1338.91
13804.0,26,9,3161.12
13805.0,47,2,924.5999999999999
13806.0,59,1,256.38
13807.0,362,3,422.2
13808.0,1,5,1747.66
13809.0,301,3,679.6999999999999
13810.0,24,3,1499.01
13811.0,179,3,814.5
13812.0,37,3,539.0
13813.0,35,8,2765.4700000000003
13814.0,87,3,2257.32
13816.0,19,2,571.6700000000001
13817.0,24,2,382.98
13818.0,425,1,61.28
13819.0,297,6,2642.35
13820.0,413,3,652.75
13821.0,140,6,1379.08
13822.0,1,2,632.0
13823.0,14,7,3403.4500000000003
13825.0,617,2,255.59
13826.0,171,1,189.5
13827.0,53,3,409.8
13828.0,17,1,209.49
13829.0,416,1,102.0
13830.0,577,1,156.85000000000002
13832.0,14,2,609.89
13833.0,154,2,700.41
13834.0,572,2,324.19
13835.0,20,7,1095.27
13836.0,394,2,620.37
13837.0,207,2,266.59000000000003
13838.0,1,10,1690.07
13839.0,481,1,139.95000000000002
13840.0,411,1,651.4
13841.0,248,1,85.0
13843.0,376,1,319.75
13844.0,6,1,361.62
13845.0,60,1,312.98
13846.0,20,4,1307.79
13847.0,715,1,310.72
13848.0,88,8,3015.0
13849.0,47,5,3469.3
13850.0,124,1,1595.48
13851.0,91,8,4606.46
13852.0,606,1,187.35000000000002
13853.0,52,1,1090.1399999999999
13855.0,496,4,1310.3400000000001
13856.0,164,11,1142.03
13857.0,389,6,1001.01
13858.0,52,1,216.17000000000002
13859.0,321,2,515.86
13860.0,9,4,926.45
13861.0,424,2,273.26
13862.0,13,9,2556.09
13863.0,243,4,1239.55
13864.0,382,1,662.4000000000001
13865.0,53,4,501.56
13866.0,69,1,145.67
13867.0,26,3,1005.09
13868.0,2,2,3192.54
13872.0,522,3,919.57
13873.0,115,8,1038.92
13874.0,353,7,2049.15
13876.0,59,1,122.7
13877.0,81,3,449.68
13878.0,50,4,2416.9
13879.0,641,1,395.5
13882.0,7,4,998.05
13884.0,2,10,1825.03
13885.0,184,2,506.8
13886.0,66,1,243.56
13887.0,199,1,349.55
13888.0,115,7,2001.5900000000001
13889.0,88,6,1991.23
13891.0,373,3,859.21
13892.0,22,6,1267.65
13893.0,293,1,821.1
13894.0,19,3,564.62
13895.0,23,6,4008.52
13896.0,621,1,388.55
13897.0,45,3,1160.72
13898.0,321,2,686.4
13899.0,11,2,388.52
13900.0,178,6,1610.5900000000001
13903.0,395,1,165.45000000000002
13904.0,32,2,332.64
13905.0,728,1,312.65
13906.0,404,1,42.0
13907.0,687,1,136.8
13908.0,75,4,2369.55
13909.0,418,2,282.85
13912.0,419,1,124.95
13913.0,502,1,42.22
13914.0,7,2,626.45
13915.0,389,1,70.80000000000001
13916.0,459,4,1275.81
13917.0,45,2,272.04
13918.0,45,2,1212.8400000000001
13919.0,54,4,1360.68
13920.0,427,4,1774.68
13921.0,397,4,730.7
13922.0,347,3,865.2
13923.0,49,1,351.13
13924.0,13,5,1536.45
13925.0,88,4,678.25
13926.0,18,1,223.85000000000002
13927.0,70,2,708.26
13928.0,6,4,464.57
13929.0,164,11,3494.1
13930.0,53,2,337.34
13932.0,290,1,307.4
13933.0,104,2,608.79
13934.0,259,1,922.1
13936.0,175,3,939.6600000000001
13937.0,164,2,880.13
13938.0,30,1,71.66
13939.0,18,7,1560.96
13940.0,12,4,839.14
13942.0,530,1,320.0
13943.0,573,1,246.54000000000002
13944.0,648,1,200.43
13945.0,390,2,854.1500000000001
13946.0,74,6,1876.23
13947.0,60,1,90.60000000000001
13948.0,356,4,548.76
13949.0,20,5,1909.09
13950.0,6,4,745.0600000000001
13951.0,171,3,674.45
13954.0,66,1,227.41
13955.0,149,3,544.0699999999999
13956.0,49,4,865.72
13957.0,413,3,458.25
13958.0,375,8,4709.2300000000005
13959.0,74,6,1064.77
13960.0,16,2,230.22
13961.0,387,1,538.4
13962.0,17,3,362.8
13964.0,382,2,438.9
13965.0,472,3,996.61
13966.0,431,1,384.26
13967.0,141,2,166.3
13968.0,418,1,123.66
13970.0,381,2,846.55
13972.0,66,2,190.25
13973.0,282,1,264.7
13974.0,44,2,677.72
13976.0,202,4,1192.3600000000001
13977.0,406,1,519.8100000000001
13978.0,10,2,196.79
13979.0,68,7,3379.93
13980.0,55,5,768.8199999999999
13981.0,411,1,331.14
13982.0,34,9,3954.29
13986.0,12,1,320.46
13987.0,375,2,682.54
13988.0,15,8,4757.8
13989.0,61,5,2026.06
13990.0,208,1,311.3
13991.0,7,6,852.88
13992.0,25,3,219.5
13994.0,35,5,2158.04
13996.0,381,2,895.76
13997.0,514,3,376.46
13998.0,442,3,566.7
14000.0,206,5,2046.34
14001.0,41,9,4228.85
14002.0,129,2,529.73
14003.0,728,1,209.41
14005.0,5,5,2874.72
14006.0,111,7,2196.67
14007.0,508,1,79.48
14008.0,428,1,509.04
14009.0,193,3,1099.91
14010.0,561,2,445.15
14011.0,475,2,457.82
14012.0,273,1,328.8
14013.0,105,5,1084.57
14014.0,72,3,1948.21
14015.0,48,1,917.34
14017.0,566,1,229.75
14018.0,640,1,367.15
14019.0,42,3,1421.6100000000001
14020.0,12,4,1249.01
14021.0,150,7,1716.58
14022.0,220,2,792.15
14023.0,2,2,584.07
14024.0,117,3,645.74
14025.0,460,8,4057.9
14026.0,466,2,713.11
14027.0,56,1,104.82
14029.0,58,2,467.66
14033.0,550,1,109.44
14034.0,17,3,648.89
14035.0,24,9,2794.75
14036.0,280,1,626.65
14037.0,171,6,836.95
14038.0,73,5,3069.88
14039.0,28,2,267.28000000000003
14041.0,261,1,141.41
14042.0,720,1,431.98
14043.0,486,2,302.59999999999997
14044.0,22,10,3077.7
14046.0,279,1,154.99
14048.0,300,3,748.69
14050.0,27,2,746.36
14052.0,15,2,466.66
14053.0,119,4,572.3
14054.0,60,1,92.46000000000001
14055.0,101,3,1520.96
14058.0,458,2,469.19
14059.0,262,1,183.6
14061.0,502,3,917.4300000000001
14065.0,384,3,891.02
14066.0,262,1,152.55
14067.0,59,2,374.7
14068.0,315,4,1516.72
14069.0,510,2,225.81
14070.0,680,1,321.6
14071.0,14,6,1282.99
14072.0,662,1,390.85
14073.0,27,1,151.04
14074.0,618,1,219.4
14075.0,15,5,1418.09
14076.0,124,1,118.67
14077.0,36,6,615.08
14078.0,97,9,1553.47
14079.0,120,2,618.73
14080.0,28,5,1115.68
14081.0,297,10,4867.57
14082.0,360,2,413.36
14083.0,3,10,635.62
14084.0,507,1,150.5
14086.0,458,1,39.95
14087.0,400,2,638.0
14089.0,52,1,158.75
14090.0,320,1,76.32000000000001
14093.0,7,1,433.86
14094.0,435,1,311.77
14095.0,718,1,2.95
14097.0,476,2,422.86
14098.0,32,1,147.35
14100.0,133,1,191.95
14102.0,7,4,987.38
14104.0,150,5,743.53
14106.0,732,1,214.8
14107.0,47,11,4877.3
14108.0,26,4,1044.96
14109.0,68,1,144.2
14111.0,9,4,692.85
14114.0,269,7,1364.09
14115.0,497,2,622.67
14116.0,15,5,1382.74
14117.0,139,1,90.0
14118.0,424,1,458.45
14119.0,371,2,183.37
14121.0,5,3,2008.99
14122.0,401,3,362.42
14123.0,728,1,436.18
14124.0,79,1,419.58
14125.0,6,3,2720.63
14126.0,3,4,1172.46
14127.0,118,6,1900.0800000000002
14128.0,56,3,924.21
14129.0,13,8,2438.76
14130.0,314,4,1858.77
14131.0,644,1,168.22
14132.0,10,10,3270.9
14133.0,125,4,911.14
14136.0,396,5,1570.81
14137.0,691,1,332.7
14138.0,59,1,621.71
14139.0,41,4,1086.8
14140.0,27,1,540.99
14141.0,55,3,688.7800000000001
14142.0,368,2,671.34
14143.0,129,1,115.8
14144.0,481,1,30.6
14147.0,73,9,2590.2
14148.0,229,2,466.29
14149.0,216,1,446.62
14150.0,31,2,658.64
14151.0,668,2,679.45
14152.0,71,7,1997.3400000000001
14153.0,478,1,233.39999999999998
14155.0,261,1,118.75
14157.0,15,5,978.69
14158.0,35,1,507.65999999999997
14161.0,211,7,2996.93
14162.0,169,2,289.36
14163.0,82,5,2594.62
14164.0,66,2,1631.77
14165.0,271,1,120.44
14166.0,500,2,251.15
14167.0,34,8,1274.29
14168.0,416,2,370.45
14169.0,426,2,621.51
14170.0,371,3,570.18
14171.0,93,2,498.79
14172.0,600,3,369.02
14173.0,6,6,586.0
14174.0,28,1,134.46
14176.0,293,5,756.46
14178.0,4,7,1600.26
14179.0,36,2,701.57
14181.0,406,2,308.35
14182.0,439,4,678.77
14183.0,406,2,278.34000000000003
14184.0,62,1,452.89
14185.0,326,1,197.65
14186.0,422,5,1550.63
14187.0,469,1,123.5
14188.0,26,6,2054.36
14190.0,661,1,79.9
14192.0,383,1,293.74
14193.0,63,3,1210.19
14195.0,197,6,2615.6
14196.0,102,1,335.52
14197.0,406,1,390.05
14198.0,13,9,1569.73
14199.0,213,4,1091.7
14200.0,613,1,379.2
14201.0,55,10,1193.54
14202.0,376,3,847.76
14203.0,392,1,339.34
14204.0,417,3,874.22
14205.0,12,9,2414.2
14206.0,234,3,1185.01
14207.0,683,1,157.8
14208.0,90,2,567.05
14212.0,85,2,2190.14
14213.0,400,1,1192.2
14214.0,26,5,1004.38
14215.0,7,9,3250.33
14216.0,3,4,2011.79
14218.0,38,1,169.48000000000002
14219.0,405,2,543.89
14220.0,242,4,1515.0
14222.0,172,1,683.17
14223.0,87,3,991.13
14224.0,105,9,1841.71
14225.0,430,4,2031.07
14226.0,24,6,2985.13
14228.0,433,3,745.5
14229.0,47,7,2594.04
14230.0,431,3,979.8000000000001
14231.0,179,4,1235.6200000000001
14232.0,38,5,2048.07
14233.0,44,7,2904.27
14234.0,17,4,754.12
14235.0,70,9,4717.99
14236.0,76,5,1555.34
14237.0,368,2,471.14
14238.0,321,3,434.23
14240.0,25,3,1247.49
14241.0,179,2,333.7
14242.0,230,2,280.55
14244.0,656,1,366.41999999999996
14245.0,215,2,1693.45
14246.0,106,3,1474.06
14247.0,273,5,753.56
14248.0,313,3,1032.95
14250.0,2,3,1904.05
14251.0,6,4,2397.42
14252.0,376,1,350.99
14253.0,488,2,363.40000000000003
14254.0,428,1,601.03
14255.0,541,1,1000.63
14256.0,255,5,2460.79
14259.0,137,1,120.0
14260.0,466,3,824.28
14261.0,46,2,1163.45
14262.0,3,8,2618.23
14263.0,418,1,322.93
14264.0,150,6,1517.3600000000001
14265.0,104,4,1373.35
14266.0,423,1,40.56
14267.0,158,3,1516.24
14268.0,466,1,354.85
14269.0,435,1,295.73
14270.0,327,1,492.65000000000003
14271.0,221,2,214.18
14272.0,69,4,920.81
14273.0,46,4,559.97
14274.0,682,1,256.6
14275.0,391,6,1189.3799999999999
14276.0,94,7,2102.68
14278.0,405,1,205.83
14279.0,516,2,191.86
14280.0,192,1,134.04
14281.0,403,1,245.15
14283.0,458,4,628.44
14284.0,26,3,1299.65
14285.0,16,8,3284.42
14287.0,3,3,176.63
14288.0,208,1,426.6
14289.0,4,6,911.26
14290.0,6,8,4516.56
14293.0,142,8,2595.86
14294.0,402,1,375.34000000000003
14295.0,35,5,2362.91
14296.0,416,2,456.4
14297.0,13,4,1305.33
14300.0,14,1,43.2
14301.0,112,4,1992.18
14302.0,426,3,742.9000000000001
14303.0,402,2,277.94
14304.0,218,3,1725.01
14305.0,66,3,1858.96
14306.0,46,6,3151.4
14307.0,84,10,4287.92
14308.0,544,2,1147.02
14309.0,3,11,3780.81
14310.0,428,1,492.1
14311.0,238,2,516.45
14312.0,42,11,3090.29
14314.0,102,2,229.79999999999998
14315.0,40,8,3197.82
14316.0,417,5,1370.34
14317.0,60,1,508.58
14318.0,455,1,158.02
14319.0,419,1,494.85
14320.0,202,5,1346.75
14321.0,6,7,2218.06
14322.0,424,4,474.1
14323.0,110,2,605.0600000000001
14324.0,405,2,701.61
14325.0,565,1,245.48000000000002
14326.0,237,3,940.98
14327.0,158,6,1894.93
14328.0,433,1,445.05
14330.0,619,1,200.63
14331.0,119,2,462.66
14332.0,18,5,1917.41
14333.0,63,1,415.2
14335.0,11,2,454.86
14336.0,12,4,1614.91
14338.0,156,3,928.1
14339.0,238,2,620.27
14340.0,214,1,134.7
14342.0,16,6,918.44
14343.0,417,4,1079.66
14345.0,34,1,108.98
14346.0,116,5,2315.75
14347.0,732,1,82.60000000000001
14348.0,255,1,409.57
14349.0,5,1,133.5
14350.0,269,3,972.03
14351.0,160,1,51.0
14352.0,152,4,1078.96
14353.0,210,3,376.5
14354.0,1,2,163.62
14355.0,361,3,840.0500000000001
14356.0,75,2,701.23
14357.0,38,1,225.12
14358.0,384,2,400.06
14359.0,14,3,912.1800000000001
14360.0,27,4,2118.03
14361.0,574,1,214.71
14362.0,17,1,151.5
14363.0,397,2,227.47000000000003
14364.0,104,8,3717.35
14365.0,390,2,634.68
14366.0,520,1,136.0
14368.0,315,1,155.0
14369.0,637,2,469.13
14370.0,446,6,1175.78
14371.0,290,1,100.5
14372.0,438,2,860.08
14373.0,353,1,76.55
14374.0,536,1,108.0
14375.0,180,3,1106.82
14376.0,678,1,215.46
14377.0,186,2,617.05
14378.0,617,1,131.25
14379.0,39,4,1265.16
14380.0,677,1,48.96
14381.0,47,2,625.94
14382.0,21,2,1193.6299999999999
14383.0,33,3,1247.69
14384.0,496,1,58.5
14385.0,4,3,202.10999999999999
14386.0,292,1,142.4
14387.0,28,3,1727.6
14389.0,60,5,1898.01
14391.0,572,1,135.6
14392.0,428,1,266.4
14393.0,213,1,67.95
14394.0,560,1,93.8
14396.0,60,7,1969.38
14398.0,396,2,707.79
14399.0,389,8,2108.21
14400.0,144,3,1732.47
14402.0,647,1,285.6
14403.0,126,6,1880.51
14405.0,382,1,195.0
14406.0,114,1,156.75
14407.0,102,6,2157.73
14408.0,6,11,4102.27
14409.0,66,9,3427.29
14410.0,87,11,2631.9
14411.0,306,1,1063.0
14412.0,38,3,1426.19
14413.0,357,4,764.52
14414.0,87,8,2399.33
14416.0,17,2,490.22
14417.0,383,1,524.65
14418.0,20,2,1039.9
14419.0,6,7,1254.64
14420.0,94,4,1639.17
14421.0,52,6,2469.37
14423.0,213,3,916.61
14424.0,13,1,322.08
14425.0,430,3,661.39
14427.0,45,4,1263.52
14428.0,2,5,1224.06
14429.0,399,1,516.28
14430.0,507,3,1220.9
14431.0,298,4,2614.2
14432.0,5,6,2248.5
14433.0,461,1,280.7
14434.0,17,6,1372.8
14435.0,497,1,90.42
14436.0,94,2,271.7
14437.0,361,5,873.34
14438.0,301,1,131.9
14441.0,38,10,4305.99
14443.0,49,5,2082.9700000000003
14444.0,451,1,120.44
14445.0,451,1,221.65
14446.0,24,4,1013.45
14447.0,14,6,1711.73
14448.0,4,2,375.35
14449.0,14,8,2230.96
14450.0,176,7,1128.44
14452.0,6,4,658.95
14453.0,185,1,119.93
14454.0,371,5,977.3000000000001
14455.0,427,4,617.72
14456.0,17,8,2634.32
14457.0,306,1,113.64
14458.0,376,1,228.07
14460.0,105,9,1093.5
14463.0,93,4,786.5699999999999
14464.0,563,2,111.0
14465.0,242,11,3925.85
14468.0,729,1,204.24
14469.0,411,4,2093.46
14470.0,7,3,712.04
14471.0,586,2,400.95
14472.0,99,9,2118.72
14473.0,69,2,234.34
14474.0,41,2,1258.89
14475.0,67,4,1151.15
14476.0,252,1,193.0
14477.0,15,7,1969.6
14478.0,377,4,1276.66
14479.0,249,4,1124.71
14480.0,6,4,1299.52
14481.0,160,5,2284.69
14483.0,277,2,257.1
14484.0,45,4,1070.98
14485.0,34,1,162.8
14486.0,507,2,175.5
14487.0,22,7,1266.27
14488.0,63,1,1064.28
14489.0,202,4,1574.93
14490.0,401,2,1273.47
14491.0,170,2,340.93
14492.0,425,7,1921.91
14494.0,21,3,401.46
14495.0,46,3,174.8
14496.0,307,7,2363.89
14497.0,304,2,697.0600000000001
14498.0,38,10,3900.83
14499.0,22,7,2101.79
14500.0,83,3,356.85
14501.0,179,2,251.21
14502.0,15,11,2429.83
14503.0,2,5,3205.51
14504.0,42,4,673.26
14506.0,13,7,2960.25
14507.0,19,11,3216.7400000000002
14508.0,17,5,822.92
14509.0,529,1,110.95
14510.0,371,3,979.85
14511.0,6,5,1314.81
14512.0,183,7,1215.97
14513.0,96,6,788.01
14514.0,56,9,4380.04
14516.0,511,1,151.17
14517.0,28,2,330.45
14518.0,59,1,174.37
14519.0,679,2,203.14
14520.0,286,1,165.0
14521.0,486,1,199.45000000000002
14522.0,19,8,1748.42
14523.0,104,1,241.09
14526.0,384,1,258.65
14528.0,32,1,364.21999999999997
14529.0,55,3,578.61
14531.0,475,1,376.34
14532.0,232,11,3845.78
14533.0,20,11,3466.37
14536.0,255,1,170.95
14537.0,53,2,641.4
14538.0,60,5,1370.8400000000001
14539.0,11,2,537.48
14540.0,5,11,3709.64
14542.0,181,1,103.25
14544.0,19,3,2938.53
14545.0,669,1,349.25
14547.0,7,6,3495.25
14548.0,146,9,2541.29
14549.0,306,4,913.6
14550.0,6,4,1345.06
14551.0,13,7,878.09
14552.0,147,3,507.93
14553.0,14,9,1818.6
14554.0,5,4,2279.4900000000002
14555.0,52,6,2304.03
14556.0,591,3,815.69
14557.0,80,1,788.38
14558.0,650,3,655.5
14559.0,385,1,75.6
14561.0,71,3,1080.76
14563.0,505,2,640.54
14564.0,430,2,2605.62
14565.0,91,5,3859.2200000000003
14566.0,106,4,4092.0
14567.0,52,2,1530.3600000000001
14568.0,430,1,919.7
14569.0,448,3,369.94
14570.0,276,3,613.75
14571.0,420,1,160.0
14574.0,728,1,143.70000000000002
14575.0,483,1,420.22
14576.0,367,1,35.400000000000006
14577.0,8,7,1364.15
14579.0,427,1,105.56
14580.0,513,1,14.85
14581.0,12,2,409.65
14582.0,36,1,114.11
14583.0,1,8,1660.29
14584.0,164,8,1738.16
14585.0,45,5,1143.27
14586.0,272,1,237.35999999999999
14587.0,14,9,1580.29
14588.0,573,1,135.39
14589.0,367,1,39.75
14591.0,10,4,1320.21
14592.0,30,3,557.94
14594.0,2,2,363.33
14595.0,15,8,2164.45
14596.0,622,1,222.22
14597.0,7,6,2184.63
14598.0,39,2,384.03999999999996
14599.0,385,2,457.89
14600.0,301,2,865.17
14601.0,6,1,213.96
14602.0,651,1,205.35999999999999
14603.0,270,1,660.0
14604.0,629,1,143.85999999999999
14605.0,369,4,921.5600000000001
14608.0,24,10,2845.39
14609.0,68,10,1486.2
14610.0,391,2,24.35
14611.0,439,2,604.33
14612.0,410,1,877.7
14613.0,676,1,76.32000000000001
14614.0,382,1,295.13
14615.0,389,5,951.76
14616.0,238,5,527.78
14617.0,398,2,190.47
14618.0,4,7,1342.32
14619.0,241,2,1291.24
14620.0,201,2,412.78000000000003
14621.0,25,8,2697.71
14622.0,180,1,320.58000000000004
14623.0,27,10,2016.98
14624.0,52,6,814.07
14625.0,191,11,4497.88
14627.0,374,1,462.75
14628.0,86,5,1998.0
14629.0,42,1,603.1800000000001
14630.0,479,1,338.65
14631.0,46,6,2025.69
14632.0,258,1,114.56
14633.0,261,1,344.90000000000003
14634.0,433,4,2124.46
14635.0,449,1,215.22
14636.0,31,2,609.85
14637.0,672,1,106.68
14638.0,46,1,443.6
14639.0,47,9,4978.96
14640.0,20,10,3649.36
14641.0,17,1,110.46000000000001
14642.0,54,1,96.12
14643.0,165,5,1679.89
14644.0,63,7,2247.72
14645.0,152,3,876.89
14647.0,196,2,506.04
14649.0,67,8,3143.78
14650.0,584,1,62.5
14651.0,62,9,2025.52
14652.0,72,1,114.18
14653.0,5,11,3190.03
14654.0,734,1,246.86
14655.0,3,7,3878.51
14656.0,164,5,790.0
14657.0,13,6,1450.19
14658.0,112,1,123.14
14659.0,4,9,2529.93
14660.0,82,2,285.74
14661.0,22,1,107.95
14662.0,24,7,1376.43
14663.0,425,2,490.6
14664.0,15,2,636.24
14665.0,56,7,2749.65
14666.0,20,1,195.25
14668.0,440,1,111.63
14669.0,237,7,3216.78
14670.0,275,3,583.33
14671.0,544,2,1127.45
14672.0,230,4,1113.14
14673.0,5,6,2670.55
14674.0,504,1,173.66
14675.0,12,2,1015.58
14677.0,588,1,184.91
14678.0,574,1,403.39
14679.0,377,3,1289.44
14681.0,66,6,875.1500000000001
14682.0,183,6,1514.81
14683.0,583,1,146.56
14684.0,21,6,1430.03
14685.0,572,8,4536.64
14686.0,409,5,852.53
14687.0,102,3,1402.06
14689.0,204,1,112.80000000000001
14690.0,39,4,777.6800000000001
14691.0,26,5,2114.33
14693.0,260,7,1165.3600000000001
14694.0,612,1,244.31
14695.0,514,3,1534.22
14696.0,66,7,2172.7400000000002
14697.0,213,2,188.61
14698.0,11,4,1065.09
14699.0,209,4,702.6
14700.0,27,5,3076.06
14703.0,10,1,318.17
14704.0,7,11,1752.92
14705.0,194,1,179.0
14706.0,614,1,367.54
14707.0,431,2,139.2
14708.0,149,4,1368.03
14711.0,5,11,2839.62
14712.0,25,4,1328.0700000000002
14714.0,20,4,906.24
14715.0,20,8,1825.45
14716.0,38,3,543.28
14717.0,729,1,81.3
14718.0,406,1,226.42
14719.0,6,4,1175.42
14720.0,1,3,663.81
14721.0,375,1,109.07
14722.0,142,3,489.52
14723.0,5,11,1803.06
14724.0,585,1,341.9
14725.0,20,4,1252.74
14726.0,650,1,116.5
14727.0,269,3,463.73
14728.0,408,1,190.58
14729.0,369,3,586.24
14730.0,60,7,1669.38
14731.0,42,3,380.02
14734.0,421,4,1056.42
14736.0,480,2,374.05
14737.0,124,3,3471.37
14738.0,38,9,1821.9
14740.0,192,11,4161.06
14741.0,7,7,1713.0900000000001
14742.0,430,1,579.85
14743.0,588,1,50.480000000000004
14746.0,401,4,593.5
14747.0,244,1,328.2
14748.0,24,10,2681.9
14749.0,475,1,310.15
14750.0,731,1,112.03
14751.0,679,2,126.45
14752.0,39,1,389.64000000000004
14753.0,82,2,869.51
14754.0,40,6,1547.93
14756.0,10,3,2653.76
14757.0,70,1,420.5
14758.0,140,7,2864.9700000000003
14759.0,108,2,870.85
14760.0,292,1,89.2
14761.0,54,3,447.92
14762.0,259,2,417.57
14764.0,42,1,278.3
14765.0,24,3,254.11
14767.0,469,1,382.81
14768.0,13,2,192.60000000000002
14770.0,227,8,3637.6400000000003
14771.0,617,2,594.62
14772.0,107,1,139.26
14773.0,588,1,140.55
14774.0,524,1,241.45000000000002
14775.0,53,3,1011.9
14777.0,399,1,307.56
14778.0,122,2,730.86
14779.0,276,3,386.15
14780.0,50,2,447.68
14782.0,315,1,200.10000000000002
14783.0,654,1,307.3
14784.0,21,3,449.93
14785.0,5,2,77.4
14786.0,545,1,90.96
